File,start index,end index,ConfP,PoreP,UpAmp,Gain,delA,Phase,delphi,Period,delT,eta,deleta,xi,delxi,Permeability,delk,Storage Capacity,delbeta
25_07_01_MMG_WT_S3_permcycle3,8354,14255,5.000157740647881,0.5013269198349378,0.07989831674506528,0.040507593984797974,0.0003343447915194222,2.074616193587791,0.011542928542915547,589.7449446262646,0.20117142519468045,0.09044282370655203,0.002106823686886857,0.1547175196768429,0.010346736217985002,9.717904608160692e-20,2.2698850292655533e-21,1.9309801362871322e-10,1.2917522035516124e-11
25_07_01_MMG_WT_S3_permcycle3,14177,20412,5.000157740647881,0.49975607792113697,0.08078330821099267,0.043074559549096954,0.0004362342566822095,2.1774962747420554,0.010264257042284402,597.9037068865484,0.2144182305404625,0.10026833509109574,0.0021865762966836637,0.20823701482234358,0.009221952239812646,1.062667195506004e-19,2.324589880671082e-21,2.5989504531320176e-10,1.1517982337627853e-11
25_07_01_MMG_WT_S3_permcycle3,20101,26337,5.000157740647881,0.4998364866734819,0.08072614948438722,0.04377859869507587,0.0004865075991365761,2.049525347049146,0.012299610917002574,597.1546743926885,0.21234349691526352,0.0974793541912858,0.0023462519363541853,0.15992631720676762,0.00949515649662628,1.0344045508872659e-19,2.4960826856086657e-21,1.9959971514894469e-10,1.1855409755716734e-11
25_07_01_MMG_WT_S3_permcycle3,26181,35098,5.000157740647881,0.49972441554900554,0.0804634068249298,0.045103303142303756,0.0003430778567007563,2.0066373949835903,0.006840799682290254,599.4376991743618,0.1729812437623196,0.09927509753445272,0.0016390270710817233,0.14922459479601585,0.005649872971998431,1.0494482456008847e-19,1.741878677129531e-21,1.8624323838532946e-10,7.058420828841571e-12
25_07_01_MMG_WT_S3_permcycle3,8276,35098,5.000157740647881,0.500202337075438,0.08034575012502088,0.044586084705516636,0.00018503511638572485,2.0942025107891498,0.005004460765554216,599.3368514237079,0.02905756931833416,0.10093252662317134,0.0010261480073153531,0.18122296876050742,0.004701794208870027,1.0671471760364297e-19,1.099714881726158e-21,2.261792771281534e-10,5.880513483034405e-12
